Internal_Product,5 HOUR XTRA GRAPE 1.93 OZ,B - PB & HONEY SAMMICH,B - RUDY FARMS - SAUSAGE AND BISCUIT TWIN,BANANAS - FRESH,BOBOS PB&J GRAPE 2.1 OZ,BODY ARMOR STRWBRY BANANA 16 OZ,BR ESPRESSO W/ CREAM 11 OZ,Bumble Bee Tuna Salad 3.5oz,CELSIUS ORANGE ENERGY 12 OZ,CELSIUS PEACH VIBE 12 OZ,DIET MOUNTAIN DEW 20 OZ,DOLE STRWBRY LEMONADE 20 OZ,DOVE BAR DARK CHOC 1.44 OZ,Dr Pepper 12oz Can,F - TURKEY HAM CHS HM WRAP,F- WHITE CASTLE BREAKFAST SANDWICH,FAIRLIFE 2% STRAWBERRY MILK 14 OZ,FL Doritos Spicy Sweet Chili LSS 1.75oz Bag,GRANDMA'S MINI VN 3.7 OZ,Haribo Gold-Bears Gummi Candy 4oz.,HY Hersheys Milk Chocolate w Almonds 1.45oz Each,KF - NY MIXED BERRY CHSCAKE CUP,Kraft Mac & Cheese Original Cups 2.05 oz.,LSS-BRIM'S BBQ PORK RINDS,LSS-CRUNCHY CHEETO,LSS-DORITOS COOL RANCH,LSS-FLAMIN HOT CHEETOS,LSS-RUFFLES CHDR & SOUR CREAM,M&M PLAIN,MF-BOSTON CREME HONEY BUN,MF-CHOCOLATE MINI DONUTS,MINUTE MAID FRUIT PUNCH 20 OZ,MOUNTAIN DEW ZERO 20 OZ,ORANGE FANTA 20 OZ,Pillsbury Mini SOFT BAKED Chocolate Chip Cookies Bag 3oz,Pillsbury Soft Baked Confetti Cookies 3oz,POP CHIP BBQ .8 OZ,SKITTLES ORIG GUMMIES 5.8 OZ,STARBUCKS DOUBLESHOT + ENG-VAN 15 OZ,STONIES PEPR/CHS/JAL .98 OZ,Sweet Serenity Choc Chip 3 oz,SWEET SERENITY CHOC CHIP COOKIES 3 OZ,YOO HOO CHOC. 11 OZ CANS
Clover 2% Chocolate Milk (5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larabar Banana Chocolate Chip Bar (1.6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaras Puffins Honey Rice Cereal (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy Ultra Violet (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Enjoy Buffalo Roasted Vegetable Blue Cheese (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Enjoy Salami Cheese Grape Artisan Crackers (5.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Enjoy Corned Beef Swiss Honey Mustard MRye (8.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Enjoy Spicy Tuna with Carrots Greens Wrap (7.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Enjoy Steakhouse Salad Bacon Blue Cheese (9.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue Blue Heaven Cheese Blend (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod's Buttermilk Ranch Dressing (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod's Honey Mustard Dressing (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Sun Gorgonzola Cheese Torta (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Sun Pumpkin Spice Cheese Torta (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richs 1/4 Sheet Decorated Chocolated Buttercream Cake (46oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richs 8"" Tres Leches with Chocolate Cake (44oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richs 7"" Chocolate Cake (25oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richs 8"" Double Layer Chocolate Variety Cake (42oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richs 8"" Double Layer Chocolate Cake (44oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Tuna Salad on Multigrain with Side (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Culinary Center Honey Glazed Pork Wild Rice & Green Bean (8.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympia Provision Salchichon de Chocolate (5.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Trip Crispy Cuts Island BBQ Pork Rinds (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orca Bay Yellowfin Tuna (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orca Bay Portion Tuna (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orca Bay Frozen Yellowfin Tuna Steaks (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orca Bay Natural Ahi Yellowfin Tuna Steaks (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel et Augustin Milk Chocolate with Melty Caramel (.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olsons Sliced Chocolate Creme Loaf Cake (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daisys Chocolate Chip Candy Cookie (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daisys Oatmeal Raisin Supreme Cookie (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kozy Shack Chocolate Pudding (22oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerhard Michler 3"" Triple Chocolate Mousse Cake (5oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerhard Michler 7"" Chocolate Hazlenut Cake (26.2oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Raspberry Almond Thumbprint Cookie (1.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Spring Flower Cookie (1.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Russian Tea Cake Cookie (.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Chocolate Chip Cookie (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Ginger Snap Molasses Cookie (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Meyer Lemon Cookie (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Peanut Butter Zebra Cookie (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Chocolate Chip Cookie Dough Log (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Xmas Gingerbread Man Cookie (1.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Sugar Cookie Dough Log (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Oatmeal Raisin Cookie Dough Log (1lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Spring Flower Power Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie St. Pat Luck Cookie (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Oatmeal Raisin Cookie (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Xmas Candy Cane Shortbread Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Graceful Cookie Thanksgiving Chocolate Turkey Cookie (8.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazar Pre Cooked Shredded Chicken Thigh (4lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resers Macaroni with Cheddar Cheese Salad (8lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 7"" Classic Chocolate Bundt Cake (22oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Cookies & Cream Layer Cake (24oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Desserts Mini Chocolate Bundt Cake (2.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Desserts Cookies & Cream Cupcake (4.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Desserts Organic Mini Chocolate Bundt Cake (2.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 8"" Chocolate Layer Cake (41oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Desserts Organic Chocolate Cupcake (4.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Organic Chocolate Layer Cake (17.2oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Organic Chocolate Strawberry Filled Layer Cake (20oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Chocolate Layer Cake (22oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Chocolate Mint Layer Cake (23oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Desserts Vegan Chocolate Cupcake (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Vegan Chocolate Midnight Layer Cake (20.8oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Raspberry Dark Chocolate Layer Cake (21oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just Desserts 6"" Whole Grain Carrot with Cream Cheese Layer Cake (22.5oz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Posh Buttermilk Cinnamon Struesel Bundt Cake (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Posh Chocolate Mint Bundt Cake (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Posh Valentine Chocolate Lovers Cake (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Posh Red Velvet Chocolate Chip Bundt Cake (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Posh Chocolate Lovers Bundt Cake (24oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Milk Chocolate Hazelnut Biscotti Bar (30oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Vegan Chocolate Cream Scone Dough (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Raspberry Filled Shortbread Cookie Dough (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Apricot Filled Shortbread Cookie Dough (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Buttermilk Biscuit (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquelines Sweet Cream Chocolate Scone Dough (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah's Chocatal BBQ Rub Seasoning (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah's Ground Chocotal Coffee (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jittery John's Brazil Nut Milk Cold Brew Coffee (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Monterey Jack Cheese (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Exact Weight Whole Milk Mozzarella Ball (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Exact Weight Mozzarella Cheese (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Exact Weight Marbled Cheddar Cheese (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Shredded Monterey Jack Cheese (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Shredded Taco Mix Cheese (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Farms Exact Weight Medium Cheddar Cheese (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stouffers Macaroni & Cheese (76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chip Cookie Thins (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretzel Crisps Honey Mustard Onion (7.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownie Cookie Thins (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Lee Gluten Free Sliced Honey Ham (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara Lee Sliced Honey Roasted Turkey Breast (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Chef All Natural Cooked Clam Meat (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Chef Cooked Wild Salad Shrimp (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Chef 40/60 Cooked Baja Shrimp (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeview Chocolate Layered Parfait (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Deli Fresh Smoked Shaved Honey Ham (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Deli Shaved Honey Roasted Ham (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Shaved Honey Ham (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Sliced Honey Ham (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Smoked Sliced Cooked Ham (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Meat & Cheese Frank (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Slow Cooked Ham (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Smoked Sliced Cooked Ham (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer 96% Fat Free Sliced Honey Ham (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Mayer Lunchables Nacho Cheese with Salsa (4.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 7411 Enjoy Steakhouse Sirloin Salad Blue Cheese Dress (10.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 7413 Enjoy Spicy Tuna with Carrots Greens Wrap (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGF 2100 Ham & Cheese Sliders (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 2101 Turkey & Cheese Sliders (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monin Dark Chocolate Syrup (33.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown 7417 Enjoy Salami Cheese Grape Artisan Crackers (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wow Snickerdoodle Cookie (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Fishbowl Cookie (8.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Sunshine Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's IScream Cookie (8.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Zookies Shortbread Cookie (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Big Shamrock Cookie (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Pink Elephant Cookie (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Mother's Day Heart Cookie (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Big Hearts Cookie (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Flowers Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Angry Owls Cookie (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Home Run Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Gooal Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Slam Dunk Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Pink Heart Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Kisses Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Lucky Clovers Cookie (9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Celtic Drops Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Easter Egg Cookie (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Flutter Bites Cookie (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Rae's Stars & Stripes Cookie (9.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Enjoy Buffalo Roasted Vegetable Blue Cheese #4550 (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Enjoy Steakhouse Salad Bacon Blue Cheese Dressing#4551 (10.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Enjoy Spicy Tuna with Carrots Greens Wrap #4553 (7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeaSquares Vanilla Chai Tea Infused Energy Snack (.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Enjoy Sonoma Chicken Salad Cranberries Honey Walnut Wrap (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.R. Rice Raw & Unfiltered Honey (48oz),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,,,,,,,,,,,,
Lipton Iced Green Tea Peach & Pear (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simply 7 BBQ Quinoa Chips (.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tates Tiny Oatmeal Raisin Cookies (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taos Mountain Energy Bar Almond Agave (2.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Organic 45% Milk Chocolate (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Organic Dark Chocolate & Toasted Coconut (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gluten Free Bar Gluten Free Bites Dark Chocolate Coconut (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinny Dipped Dark Chocolate Cocoa Almonds (3.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinny Dipped Dark Chocolate Espresso Almonds (3.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinny Dipped Dark Chocolate Raspberry Almonds (3.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lays Kettle Cooked Original (2.38oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie City Lemon Cheese Strudel (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie City Strawberry Cheese Strudel (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie City Chocolate Covered Pretzel (.85oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie City Chocolate Fudge (1.16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemps Select Lowfat Strawberry Milk (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh-N-Ready Enjoy Salami Cheese Grape Artisan Crackers (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh-N-Ready Enjoy Steakhouse Salad Bacon Blue Cheese Dressing (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh-N-Ready Enjoy Corned Beef Swiss Honey Mustard on Marbled Rye (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh-N-Ready Enjoy Spicy Tuna with Carrots Greens Wrap (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville Enjoy Sonoma Chicken Salad Cranberries Honey Walnut Pret (8.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kroger Parmesan Grated Cheese (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natrel UHT Skim Milk (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Pancake with Sausage Egg & Cheese #8 (5.6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Jalapeno Biscuit with Sausage & Cheese #9 (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18th Street Oreo Cookie Parfait #205 (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1254 Enjoy Buffalo Roasted Vegetable Blue Cheese (7.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1255 Enjoy Steakhouse Salad Bacon Blue Cheese Dress (13.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Fresh 1256 Enjoy Spicy Tuna with Carrots Greens Wrap (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galant Tuna Salad Wedge (6.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloverhill Chocolate Chip Muffins Twin Pack (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orgain Smooth Chocolate Protein Plant Based 21g Protein Shake (14oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiland Chocolate Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wholey Cooked Shrimp (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G 1149 Enjoy Salami Cheese Grape Artisan Crackers (5.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G Enjoy Corned Beef Swiss Honey Mustard Slaw Marble Rye (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G Enjoy Spicy Tuna with Carrots Greens Wrap (7.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&G Enjoy Steakhouse Salad Bacon Blue Cheese Dressing (9.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraft Philadelphia Cream Cheese Cup (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGF 31194 Enjoy Buffalo Roasted Vegetable Blue Cheese Wrap (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
